state_postal_code,state_fips_code,district_id,name,estimated_5_to_17_population,estimated_5_to_17_poverty_population,poverty_rate
NJ,34,17340,Wenonah Borough School District,214,7,3.27
NJ,34,17400,West Cape May Borough School District,33,3,9.09
NJ,34,17430,West Deptford Township School District,"3,288",254,7.73
NJ,34,17460,West Essex Regional School District,"1,930",64,3.32
NJ,34,17490,West Long Branch Borough School District,820,73,8.90
NJ,34,17520,West Milford Township School District,"3,538",204,5.77
NJ,34,17550,West Morris Regional School District,"2,557",59,2.31
NJ,34,17580,West New York Town School District,"7,200","2,328",32.33
NJ,34,17610,West Orange Town School District,"7,708",741,9.61
NJ,34,17670,West Wildwood Borough School District,44,3,6.82
NJ,34,17700,West Windsor-Plainsboro Regional School District,"9,983",267,2.67
NJ,34,17730,Westampton Township School District,"1,054",85,8.06
NJ,34,17760,Westfield Town School District,"6,872",129,1.88
NJ,34,17790,Westville Borough School District,355,63,17.75
NJ,34,17820,Westwood Regional School District,"3,159",137,4.34
NJ,34,17850,Weymouth Township School District,277,37,13.36
NJ,34,17880,Wharton Borough School District,706,95,13.46
NJ,34,17910,White Township School District,453,28,6.18
NJ,34,17940,Wildwood City School District,689,176,25.54
NJ,34,17970,Wildwood Crest Borough School District,320,30,9.38
NJ,34,18000,Willingboro Township School District,"4,957",868,17.51
NJ,34,18030,Winfield Township School District,166,11,6.63
NJ,34,18060,Winslow Township School District,"6,503","1,001",15.39
NJ,34,18300,Wood-Ridge Borough School District,"1,568",98,6.25
NJ,34,18090,Woodbine Borough School District,337,114,33.83
NJ,34,18120,Woodbridge Township School District,"15,768","1,261",8.00
NJ,34,18150,Woodbury City School District,"1,684",376,22.33
NJ,34,18180,Woodbury Heights Borough School District,257,12,4.67
NJ,34,18210,Woodcliff Lake Borough School District,788,22,2.79
NJ,34,17640,Woodland Park Borough School District,"1,304",203,15.57
NJ,34,18240,Woodland Township School District,110,10,9.09
NJ,34,18270,Woodlynne Borough School District,622,183,29.42
NJ,34,18330,Woodstown-Pilesgrove Regional School District,"1,390",126,9.06
NJ,34,18360,Wyckoff Township School District,"2,266",44,1.94
NM,35,00030,Alamogordo Public Schools,"6,490","1,434",22.10
NM,35,00060,Albuquerque Public Schools,"107,346","19,264",17.95
NM,35,00090,Animas Public Schools,125,42,33.60
NM,35,00120,Artesia Public Schools,"3,905",676,17.31
NM,35,00150,Aztec Municipal Schools,"2,969",826,27.82
NM,35,00180,Belen Consolidated Schools,"4,976","1,263",25.38
NM,35,00210,Bernalillo Public Schools,"3,771",725,19.23
NM,35,00240,Bloomfield Municipal Schools,"3,172","1,101",34.71
NM,35,00270,Capitan Municipal Schools,565,131,23.19
NM,35,00300,Carlsbad Municipal Schools,"7,604","1,264",16.62
NM,35,00330,Carrizozo Municipal Schools,193,60,31.09
NM,35,00390,Central Consolidated Schools,"5,878","2,071",35.23
NM,35,00420,Chama Valley Independent Schools,404,82,20.30
NM,35,00480,Cimarron Public Schools,404,62,15.35
NM,35,00510,Clayton Public Schools,519,147,28.32
NM,35,00540,Cloudcroft Municipal Schools,425,118,27.76
NM,35,00570,Clovis Municipal Schools,"8,319","1,908",22.94
NM,35,00600,Cobre Consolidated Schools,"1,141",280,24.54
NM,35,00630,Corona Municipal Schools,50,18,36.00
NM,35,00660,Cuba Independent Schools,685,224,32.70
NM,35,00690,Deming Public Schools,"4,882","1,757",35.99
NM,35,00720,Des Moines Municipal Schools,98,18,18.37
NM,35,00750,Dexter Consolidated Schools,726,244,33.61
NM,35,00790,Dora Consolidated Schools,120,31,25.83
NM,35,00810,Dulce Independent Schools,930,235,25.27
NM,35,00840,Elida Municipal Schools,79,23,29.11
NM,35,00900,Española Municipal Schools,"6,178","1,322",21.40
NM,35,00930,Estancia Municipal Schools,653,183,28.02
NM,35,00960,Eunice Municipal Schools,713,120,16.83
NM,35,00990,Farmington Municipal Schools,"11,870","3,016",25.41
NM,35,01020,Floyd Municipal Schools,90,22,24.44
NM,35,01050,Fort Sumner Municipal Schools,284,78,27.46
NM,35,01080,Gadsden Independent Schools,"14,363","4,157",28.94
NM,35,01110,Gallup-McKinley County Schools,"14,158","5,062",35.75
NM,35,01140,Grady Municipal Schools,45,8,17.78
NM,35,01170,Grants-Cibola County Schools,"4,817","1,436",29.81
NM,35,01200,Hagerman Municipal Schools,423,177,41.84
NM,35,01230,Hatch Valley Municipal Schools,"1,167",296,25.36
NM,35,01260,Hobbs Municipal Schools,"11,053","2,418",21.88
NM,35,01290,Hondo Valley Public Schools,151,30,19.87
NM,35,01320,House Municipal Schools,37,10,27.03
NM,35,01350,Jal Public Schools,498,111,22.29
NM,35,01380,Jemez Mountain Public Schools,211,55,26.07
NM,35,01410,Jemez Valley Public Schools,791,140,17.70
NM,35,01470,Lake Arthur Municipal Schools,137,31,22.63
NM,35,01500,Las Cruces Public Schools,"26,821","4,943",18.43
NM,35,01530,Las Vegas City Public Schools,"1,638",464,28.33
NM,35,01590,Logan Municipal Schools,147,36,24.49
NM,35,01620,Lordsburg Municipal Schools,560,161,28.75
NM,35,01650,Los Alamos Public Schools,"3,202",92,2.87
NM,35,01680,Los Lunas Public Schools,"9,208","1,997",21.69
NM,35,01710,Loving Municipal Schools,445,60,13.48
NM,35,01740,Lovington Public Schools,"3,739",795,21.26
NM,35,01770,Magdalena Municipal Schools,533,249,46.72
NM,35,01800,Maxwell Municipal Schools,68,19,27.94
NM,35,01830,Melrose Public Schools,194,45,23.20
NM,35,01980,Mesa Vista Consolidated Schools,339,115,33.92
NM,35,01860,Mora Independent Schools,456,145,31.80
NM,35,01890,Moriarty Municipal Schools,"3,662",687,18.76
NM,35,01920,Mosquero Municipal Schools,16,3,18.75
NM,35,01950,Mountainair Public Schools,239,78,32.64
NM,35,02010,Pecos Independent Schools,584,130,22.26
NM,35,02040,Peñasco Independent Schools,440,108,24.55
NM,35,02070,Pojoaque Valley Public Schools,"1,607",234,14.56
NM,35,02100,Portales Municipal Schools,"3,055",841,27.53
NM,35,02130,Quemado Independent Schools,201,67,33.33
NM,35,02160,Questa Independent Schools,509,146,28.68
NM,35,02190,Raton Public Schools,974,292,29.98
NM,35,02220,Reserve Independent Schools,192,62,32.29
NM,35,00010,Rio Rancho Public Schools,"20,128","1,659",8.24
NM,35,02250,Roswell Independent Schools,"11,289","3,837",33.99
NM,35,02280,Roy Municipal Schools,42,13,30.95
NM,35,02310,Ruidoso Municipal Schools,"1,879",539,28.69
NM,35,02340,San Jon Municipal Schools,68,11,16.18
NM,35,02370,Santa Fe Public Schools,"15,901","2,469",15.53
NM,35,02400,Santa Rosa Consolidated Schools,636,177,27.83
NM,35,02430,Silver City Consolidated Schools,"2,865",701,24.47
NM,35,02460,Socorro Consolidated Schools,"1,728",556,32.18
NM,35,02490,Springer Municipal Schools,181,52,28.73
NM,35,02520,Taos Municipal Schools,"3,472",940,27.07
NM,35,02550,Tatum Municipal Schools,251,65,25.90
NM,35,02580,Texico Municipal Schools,430,100,23.26
NM,35,02610,Truth or Consequences Schools,"1,365",554,40.59
NM,35,02640,Tucumcari Public Schools,"1,116",373,33.42
NM,35,02670,Tularosa Municipal Schools,"1,714",609,35.53
NM,35,00001,Vaughn Municipal Schools,90,30,33.33
NM,35,02730,Wagon Mound Public Schools,56,19,33.93
NM,35,01560,West Las Vegas Public Schools,"1,243",391,31.46
NM,35,02800,Zuni Public Schools,"1,515",490,32.34
NY,36,02370,Addison Central School District,"1,281",210,16.39
NY,36,05040,Adirondack Central School District,"1,313",204,15.54
NY,36,02400,Afton Central School District,552,99,17.93
NY,36,02430,Akron Central School District,"1,415",157,11.10
NY,36,02460,Albany City School District,"11,755","3,334",28.36
NY,36,02520,Albion Central School District,"1,841",412,22.38
NY,36,02550,Alden Central School District,"1,801",121,6.72
NY,36,02580,Alexander Central School District,850,94,11.06
NY,36,02670,Alexandria Central School District,553,103,18.63
NY,36,02700,Alfred-Almond Central School District,596,65,10.91
NY,36,00015,Allegany-Limestone Central School District,"1,219",167,13.70
NY,36,02820,Altmar-Parish-Williamstown Central School District,"1,237",298,24.09
NY,36,02880,Amagansett Union Free School District,305,34,11.15
NY,36,02920,Amherst Central School District,"3,546",399,11.25
NY,36,02940,Amityville Union Free School District,"3,689",410,11.11
NY,36,02970,Amsterdam City School District,"4,042","1,114",27.56
NY,36,03000,Andes Central School District,66,12,18.18
NY,36,03030,Andover Central School District,298,46,15.44
NY,36,03180,Ardsley Union Free School District,"2,369",76,3.21
NY,36,03210,Argyle Central School District,488,61,12.50
NY,36,03240,Arkport Central School District,415,57,13.73
NY,36,03270,Arlington Central School District,"8,646",635,7.34
NY,36,03420,Attica Central School District,"1,419",108,7.61
NY,36,16170,AuSable Valley Central School District,"1,176",225,19.13
NY,36,03480,Auburn City School District,"4,394","1,069",24.33
NY,36,00016,Averill Park Central School District,"2,861",183,6.40
NY,36,03630,Avoca Central School District,545,101,18.53
NY,36,03660,Avon Central School District,954,64,6.71
NY,36,03720,Babylon Union Free School District,"1,779",61,3.43
NY,36,03810,Bainbridge-Guilford Central School District,810,151,18.64
NY,36,03840,Baldwin Union Free School District,"5,401",373,6.91
NY,36,03870,Baldwinsville Central School District,"6,202",462,7.45
NY,36,03930,Ballston Spa Central School District,"4,291",404,9.42
NY,36,03960,Barker Central School District,804,111,13.81
NY,36,03990,Batavia City School District,"2,612",457,17.50
NY,36,04050,Bath Central School District,"1,516",234,15.44
NY,36,04080,Bay Shore Union Free School District,"6,022",485,8.05
NY,36,04110,Bayport-Blue Point Union Free School District,"2,176",61,2.80
NY,36,04140,Beacon City School District,"2,944",313,10.63
NY,36,04200,Beaver River Central School District,981,119,12.13
NY,36,19950,Bedford Central School District,"4,579",592,12.93
NY,36,04290,Beekmantown Central School District,"1,996",362,18.14
NY,36,04350,Belfast Central School District,384,83,21.61
NY,36,04370,Belleville Henderson Central School District,578,120,20.76
NY,36,04410,Bellmore Union Free School District,"1,044",37,3.54
NY,36,19020,Bellmore-Merrick Central High School District,"6,039",160,2.65
NY,36,04530,Bemus Point Central School District,715,88,12.31
NY,36,04620,Berlin Central School District,853,111,13.01
NY,36,04650,Berne-Knox-Westerlo Central School District,852,85,9.98
NY,36,04710,Bethlehem Central School District,"4,682",149,3.18
NY,36,04740,Bethpage Union Free School District,"3,025",120,3.97
NY,36,04870,Binghamton City School District,"6,265","1,618",25.83
NY,36,04800,Binghamton Common School District,71,2,2.82
NY,36,24630,Blind Brook-Rye Union Free School District,"1,432",37,2.58
NY,36,00012,Bolivar-Richburg Central School District,722,127,17.59
NY,36,05010,Bolton Central School District,142,20,14.08
NY,36,01189,Boquet Valley Central School District at Elizabethtown-Lewis-Westport,470,51,10.85
NY,36,05220,Bradford Central School District,296,69,23.31
NY,36,27960,Brasher Falls Central School District,"1,085",216,19.91
NY,36,05280,Brentwood Union Free School District,"16,248","1,824",11.23
NY,36,05310,Brewster Central School District,"3,130",225,7.19
NY,36,05340,Briarcliff Manor Union Free School District,"1,344",31,2.31
NY,36,05370,Bridgehampton Union Free School District,336,22,6.55
NY,36,05460,Brighton Central School District,"3,898",231,5.93
NY,36,00005,Broadalbin-Perth Central School District,"1,765",244,13.82
NY,36,05580,Brockport Central School District,"3,682",468,12.71
NY,36,05610,Brocton Central School District,576,131,22.74
NY,36,05640,Bronxville Union Free School District,"1,564",36,2.30
NY,36,05670,Brookfield Central School District,238,47,19.75
NY,36,15780,Brookhaven-Comsewogue Union Free School District,"3,543",208,5.87
NY,36,05520,Brunswick Central School District (Brittonkill),"1,223",125,10.22
NY,36,05820,Brushton-Moira Central School District,917,190,20.72
NY,36,05850,Buffalo City School District,"45,383","15,779",34.77
NY,36,05940,Burnt Hills-Ballston Lake Central School District,"3,474",146,4.20
NY,36,06060,Byram Hills Central School District,"2,480",99,3.99
NY,36,06090,Byron-Bergen Central School District,"1,016",64,6.30
NY,36,06160,Cairo-Durham Central School District,"1,231",225,18.28
NY,36,06180,Caledonia-Mumford Central School District,854,72,8.43
NY,36,06210,Cambridge Central School District,873,110,12.60
NY,36,06240,Camden Central School District,"2,088",354,16.95
NY,36,00020,Campbell-Savona Central School District,824,137,16.63
NY,36,06300,Canajoharie Central School District,"1,210",235,19.42
NY,36,06330,Canandaigua City School District,"3,748",309,8.24
NY,36,06360,Canaseraga Central School District,251,42,16.73
NY,36,06390,Canastota Central School District,"1,403",192,13.68
NY,36,06420,Candor Central School District,800,125,15.63
NY,36,00124,Canisteo-Greenwood Central School District,934,165,17.67
NY,36,06470,Canton Central School District,"1,359",157,11.55
NY,36,06540,Carle Place Union Free School District,"1,457",82,5.63
NY,36,06570,Carmel Central School District,"4,038",225,5.57
NY,36,06630,Carthage Central School District,"3,478",557,16.01
NY,36,06660,Cassadaga Valley Central School District,955,189,19.79
NY,36,06690,Cato-Meridian Central School District,970,147,15.15
NY,36,06720,Catskill Central School District,"1,377",242,17.57
NY,36,06750,Cattaraugus-Little Valley Central School District,"1,115",161,14.44
NY,36,06780,Cazenovia Central School District,"1,483",101,6.81
NY,36,06840,Center Moriches Union Free School District,"1,314",72,5.48
NY,36,06870,Central Islip Union Free School District,"6,657",757,11.37
NY,36,06900,Central Square Central School District,"3,893",565,14.51
NY,36,01087,Central Valley Central School District,"2,172",413,19.01
NY,36,06990,Chappaqua Central School District,"3,714",100,2.69
NY,36,07050,Charlotte Valley Central School District,435,112,25.75
NY,36,07080,Chateaugay Central School District,518,83,16.02
NY,36,07110,Chatham Central School District,"1,184",122,10.30
NY,36,00018,Chautauqua Lake Central School District,702,101,14.39
NY,36,07170,Chazy Union Free School District,466,68,14.59
NY,36,07230,Cheektowaga Central School District,"2,709",533,19.68
NY,36,18600,Cheektowaga-Maryvale Union Free School District,"2,365",407,17.21
NY,36,27000,Cheektowaga-Sloan Union Free School District,"1,553",304,19.58
NY,36,07260,Chenango Forks Central School District,"1,543",141,9.14
NY,36,07290,Chenango Valley Central School District,"1,833",177,9.66
NY,36,00006,Cherry Valley-Springfield Central School District,565,125,22.12
NY,36,07380,Chester Union Free School District,"1,025",93,9.07
NY,36,07470,Chittenango Central School District,"1,948",166,8.52
NY,36,07530,Churchville-Chili Central School District,"4,441",420,9.46
NY,36,07560,Cincinnatus Central School District,538,89,16.54
NY,36,07590,Clarence Central School District,"5,245",251,4.79
NY,36,20340,Clarkstown Central School District,"8,333",413,4.96
NY,36,07680,Cleveland Hill Union Free School District,"1,569",282,17.97
NY,36,07710,Clifton-Fine Central School District,258,59,22.87
NY,36,07770,Clinton Central School District,"1,374",124,9.02
